BurstID,Candidate name,Heimdall DM (pc cm^-3),Time width (ms),Frequency width (MHz),Center frequency (GHz),S/N,Fluence (Jy),FETCH models,drift,drift err
B313,./cand_tstart_59879.825995370367_tcand_17.8814000_dm_220.88900_snr_23.85080.h5,220.889,6.4,208,1.342,36.266,4.021,"[0.60655123, 0.93232167, 0.004967117, 0.07264854, 3.5e-05, 0.030909928, 8.82e-05, 0.000123824]",,
B314,./cand_tstart_59879.825995370367_tcand_35.1376000_dm_229.01500_snr_11.70670.h5,229.015,5.888,204,1.402,13.826,1.373,"[0.6500299, 0.71932185, 0.00937459, 0.055305954000000004, 0.00018621799999999998, 0.5561196999999999, 0.024177282999999997, 0.3271619]",,
B315,./cand_tstart_59879.825995370367_tcand_90.2315000_dm_211.13700_snr_10.16400.h5,211.137,10.24,84,1.29,8.961,2.151,"[0.00672028, 6.690000000000001e-07, 0.000238812, 1.56e-06, 6.63e-10, 3.31e-10, 2.2200000000000001e-13, 2.6e-06]",,
B316,./cand_tstart_59879.827384259261_tcand_24.8288000_dm_220.88900_snr_10.16050.h5,220.889,4.864,220,1.394,10.937,0.957,"[0.9970299000000001, 0.9089860999999999, 0.9983486999999999, 0.90307146, 0.9968431999999999, 0.2020092, 0.21385342, 0.008840994]",,
B317,./cand_tstart_59879.827384259261_tcand_34.5508000_dm_231.09300_snr_21.98490.h5,231.093,12.032,228,1.626,27.502,4.462,"[0.010492254, 0.20067504, 6.6e-05, 1.95e-06, 8.94e-07, 2.62e-05, 0.003404651, 1.2e-10]",,
B318,./cand_tstart_59879.827384259261_tcand_40.1755000_dm_224.96600_snr_39.63600.h5,224.966,3.488,404,1.446,58.352,3.579,"[0.9999957, 1.0, 1.0, 0.9999988000000001, 1.0, 1.0, 0.99992275, 0.9999998999999999]",,
B319,./cand_tstart_59879.830162037040_tcand_104.7620000_dm_218.90300_snr_22.61280.h5,218.903,5.728,236,1.358,29.876,2.927,"[0.98216206, 0.9987096999999999, 0.25671017, 0.73515904, 0.31620392, 0.9872016, 0.47025457, 0.99947685]",,
B320,./cand_tstart_59879.830162037040_tcand_19.9820000_dm_216.93500_snr_15.77740.h5,216.935,6.144,200,1.338,18.109,2.043,"[0.091706, 0.9840464, 0.024758900000000004, 0.0032781159999999998, 0.010615156, 0.09243408, 0.013919902, 8.379999999999999e-05]",,
B321,./cand_tstart_59879.830162037040_tcand_41.9273000_dm_218.90300_snr_8.52519.h5,218.903,6.4,160,1.318,14.249,1.912,"[0.9997949, 0.68503493, 0.99993074, 0.35111824, 0.99798703, 0.028890995, 0.000590514, 0.9999372999999999]",,
B322,./cand_tstart_59879.830162037040_tcand_71.9816000_dm_224.96600_snr_14.67340.h5,224.966,6.144,184,1.386,20.173,2.165,"[1.0, 1.0, 1.0, 0.99941254, 1.0, 1.0, 0.9997110999999999, 1.0]",,
B323,./cand_tstart_59879.831550925926_tcand_13.5849000_dm_220.93200_snr_24.84200.h5,220.932,3.584,272,1.51,24.686,1.855,"[1.0, 1.0, 1.0, 0.9999913, 1.0, 1.0, 0.99835485, 1.0]",,
B324,./cand_tstart_59879.831550925926_tcand_46.0690000_dm_229.01500_snr_9.72857.h5,229.015,8.448,192,1.334,13.514,1.89,"[0.45465448, 0.08427701, 0.0014087910000000002, 0.025781442999999998, 0.003941612, 0.99313325, 0.009310035, 0.46352047]",,
B325,./cand_tstart_59879.832371814817_tcand_45.1031000_dm_218.90300_snr_9.62274.h5,218.903,7.424,72,1.274,22.308,5.394,"[0.24506328, 0.96883595, 0.000328832, 0.001057697, 0.000281885, 0.9878697, 0.0048918220000000005, 2.13e-06]",,
B326,./cand_tstart_59879.833760703703_tcand_78.9668000_dm_222.89300_snr_9.31610.h5,222.893,5.888,184,1.33,12.264,1.476,"[0.000435879, 0.43525785, 0.00070922, 0.000200665, 0.000948237, 0.31105137, 0.000313167, 0.75255704]",,
B327,./cand_tstart_59879.835149592596_tcand_119.5440000_dm_227.01100_snr_20.42130.h5,227.011,6.912,304,1.446,21.054,1.957,"[0.92593884, 1.0, 0.9934281999999999, 0.89762247, 0.022692649, 1.0, 0.9031030999999999, 0.9987834999999999]",,
B328,./cand_tstart_59879.835149592596_tcand_6.644718_dm_235.30500_snr_18.59360.h5,235.305,16,152,1.41,7.429,1.43,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B329,./cand_tstart_59879.835149592596_tcand_6.6838700_dm_235.30500_snr_18.59360.h5,235.305,15.872,172,1.326,22.732,4.719,"[6.79e-06, 0.47311515, 0.000318178, 0.000120078, 0.000363227, 0.005034207, 0.000151479, 2.62e-07]",,
B330,./cand_tstart_59879.835149592596_tcand_79.0707000_dm_226.95600_snr_20.15880.h5,226.956,12.96,436,1.522,16.191,1.754,"[0.9598636, 1.0, 0.03998116, 0.38122356, 0.13576975, 0.99997425, 0.99583024, 0.99925]",,
B331,./cand_tstart_59879.835149592596_tcand_79.106444_dm_226.95600_snr_20.15880.h5,226.956,20.64,496,1.486,9.343,1.242,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B332,./cand_tstart_59879.836538481482_tcand_12.8156000_dm_218.90300_snr_8.83466.h5,218.903,7.168,292,1.374,9.876,0.958,"[0.44423622, 0.9546015999999999, 0.18114987, 0.000565896, 0.004357548, 0.872677, 8.98e-05, 0.48603863]",,
B333,./cand_tstart_59879.837927370376_tcand_102.7270000_dm_229.01500_snr_14.96170.h5,229.015,6.4,228,1.358,16.909,1.831,"[0.96131843, 0.9999988999999999, 0.04982679, 0.6871659999999999, 0.03850863, 0.99734, 0.6574873, 0.99921036]",,
B334,./cand_tstart_59879.837927370376_tcand_34.4732000_dm_224.91600_snr_12.19270.h5,224.916,4.096,204,1.562,14.974,1.437,"[0.9999994000000001, 0.99999654, 1.0, 0.9997813, 0.99999917, 0.99999535, 0.7104249, 1.0]",,
B335,./cand_tstart_59879.837927370376_tcand_70.5997000_dm_229.07300_snr_59.45600.h5,229.073,5.536,316,1.414,89.925,7.796,"[0.6877449000000001, 1.0, 0.99999964, 0.96867263, 0.091002926, 0.9999981, 0.98276895, 0.9999975]",,
B336,./cand_tstart_59879.839316259262_tcand_34.5321000_dm_218.90300_snr_20.79820.h5,218.903,30.752,436,1.518,11.064,1.878,"[0.0029468190000000003, 0.7376937, 0.000192782, 0.006328523000000001, 0.000156089, 0.00010842200000000001, 0.07719889999999999, 3.7999999999999996e-08]",,
B337,./cand_tstart_59879.839316259262_tcand_40.7851000_dm_229.01500_snr_9.41752.h5,229.015,9.984,156,1.318,14.267,2.391,"[0.3991544, 0.90048057, 0.0017131660000000001, 0.04909952, 0.005801228, 0.9901838, 0.002450491, 0.99997723]",,
B338,./cand_tstart_59879.839316259262_tcand_51.7523000_dm_235.37500_snr_12.35170.h5,235.375,15.872,220,1.406,15.62,2.469,"[0.0011912119999999999, 0.0015419070000000001, 0.001411441, 5e-06, 1.01e-05, 0.0036453270000000003, 6.99e-05, 3.6799999999999997e-10]",,
B339,./cand_tstart_59879.840137148145_tcand_88.3808000_dm_218.90300_snr_10.51720.h5,218.903,1.792,116,1.298,24.183,2.203,"[0.9997447, 0.9867720999999999, 0.99918, 0.9999174000000001, 0.9999893, 0.9995659, 0.6485293000000001, 1.0]",,
B340,./cand_tstart_59879.841526037031_tcand_26.9111000_dm_226.95600_snr_14.84620.h5,226.956,11.52,152,1.314,26.812,5.444,"[0.22740602, 0.99986744, 0.014690783, 0.018971227, 0.001640652, 0.9019828999999999, 0.21552929999999998, 0.9857435999999999]",,
B341,./cand_tstart_59879.841526037031_tcand_63.2939000_dm_231.09300_snr_11.44590.h5,231.093,9.472,184,1.338,14.489,2.284,"[0.81226337, 0.9999806999999998, 0.07956226, 0.21357602, 0.019390132, 0.9976094000000001, 0.37754822, 0.9979918999999999]",,
B342,./cand_tstart_59879.841526037031_tcand_8.3129300_dm_241.76700_snr_19.36370.h5,241.767,20.992,264,1.522,20.491,3.726,"[6.32e-06, 0.67222434, 3.24e-05, 0.001369674, 0.000739741, 0.001077252, 0.008234802, 9.29e-06]",,
B343,./cand_tstart_59879.841526037031_tcand_83.3449000_dm_229.07300_snr_22.73510.h5,229.073,10.752,416,1.454,25.794,2.797,"[0.9630537, 0.9999998999999999, 0.97978675, 0.8605153, 0.7105482, 1.0, 0.9990808000000001, 0.999244]",,
B344,./cand_tstart_59879.842914925925_tcand_11.9881000_dm_222.89300_snr_8.40381.h5,222.893,2.048,340,1.426,13.729,0.724,"[0.99989355, 0.965125, 0.9998925999999999, 0.99994755, 0.99999785, 0.9998604, 0.9215735, 1.0]",,
B345,./cand_tstart_59879.842914925925_tcand_42.4577000_dm_216.93500_snr_16.33730.h5,216.935,7.68,192,1.35,27.034,3.605,"[0.97721636, 0.9996043, 0.039634828, 0.38243207, 0.014612773, 0.99973994, 0.39045304, 0.77085525]",,
B346,./cand_tstart_59879.844303814811_tcand_111.7920000_dm_216.93500_snr_8.46422.h5,216.935,6.656,172,1.654,15.367,1.967,"[0.9998821, 0.99001896, 0.99999833, 0.9999120000000001, 0.99999416, 0.9992871999999999, 0.12538072, 0.99980193]",,
B347,./cand_tstart_59879.844303814811_tcand_38.9856000_dm_239.59400_snr_38.75190.h5,239.594,12.8,384,1.546,40.646,4.809,"[0.023169622, 0.9983443999999999, 0.00039666699999999996, 0.87680656, 0.000423104, 0.66492134, 0.015216921000000001, 1.28e-08]",,
B348,./cand_tstart_59879.845692703704_tcand_25.7115000_dm_224.91600_snr_7.31055.h5,224.916,20.224,360,1.55,10.163,1.579,"[0.006080815, 0.99998605, 0.06793859599999999, 0.000550543, 0.0047835279999999996, 0.95352334, 0.36565563, 0.002563209]",,
B349,./cand_tstart_59879.845692703704_tcand_90.7457000_dm_224.91600_snr_13.86740.h5,224.916,4.608,268,1.482,15.027,1.293,"[1.0, 1.0, 1.0, 0.9998035, 1.0, 1.0, 0.9805054, 1.0]",,
B350,./cand_tstart_59879.847081592590_tcand_31.1696000_dm_220.88900_snr_9.40991.h5,220.889,5.632,236,1.546,10.318,1.048,"[0.9999969000000001, 1.0, 0.99999976, 0.99999094, 1.0, 0.9999944, 0.6011201, 1.0]",,
B351,./cand_tstart_59879.849291370367_tcand_100.4130000_dm_220.93200_snr_7.60330.h5,220.932,4.352,220,1.622,7.702,0.762,"[0.9999876, 0.99989164, 0.99999976, 0.9999001000000001, 1.0, 1.0, 0.99640226, 1.0]",,
B352,./cand_tstart_59879.849291370367_tcand_114.9880000_dm_227.01100_snr_42.61980.h5,227.011,5.344,352,1.47,42.853,3.323,"[0.61316574, 0.9999998999999999, 0.99958843, 0.67075056, 0.027651142000000004, 0.99798405, 0.95998544, 0.9988507999999999]",,
B353,./cand_tstart_59879.850680259260_tcand_40.5770000_dm_226.95600_snr_46.07580.h5,226.956,3.856,504,1.486,43.155,2.507,"[0.9999998999999999, 1.0, 1.0, 1.0, 1.0, 1.0, 0.9999994000000001, 1.0]",,
B354,./cand_tstart_59879.850680259260_tcand_92.9369000_dm_216.93500_snr_10.44700.h5,216.935,11.776,184,1.338,10.557,1.77,"[0.000870117, 0.33659953, 0.024506731, 0.00014638299999999998, 0.01879624, 0.7541524000000001, 0.000347146, 0.21905357]",,
B355,./cand_tstart_59879.854846925926_tcand_28.5737000_dm_229.01500_snr_13.86700.h5,229.015,7.424,148,1.658,18.316,2.695,"[0.9062378000000001, 0.11177955, 0.0051522270000000005, 0.010499014, 0.0018096420000000002, 0.9217713, 0.019942915, 0.9987531999999999]",,
B356,./cand_tstart_59879.857056703702_tcand_39.7892000_dm_222.89300_snr_8.91777.h5,222.893,5.632,124,1.342,12.024,1.57,"[0.99992883, 0.002294685, 0.9999918, 0.9997608, 0.9999976, 0.937193, 0.026222639, 0.9999498]",,
B357,./cand_tstart_59879.857056703702_tcand_78.3098000_dm_220.93200_snr_14.18020.h5,220.932,4.864,296,1.434,19.253,1.565,"[0.96167725, 0.99999166, 0.022464335, 0.77117175, 0.010620236000000002, 0.9999939, 0.7194333, 0.99915385]",,
B358,./cand_tstart_59879.858445592596_tcand_22.903432_dm_231.09300_snr_15.27400.h5,231.093,10.56,208,1.506,11.733,1.671,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B359,./cand_tstart_59879.858445592596_tcand_22.9470000_dm_231.09300_snr_15.27400.h5,231.093,5.632,244,1.542,15.145,1.471,"[0.99999905, 0.9999398000000002, 1.0, 0.9996296, 1.0, 0.99999654, 0.9656324000000001, 1.0]",,
B360,./cand_tstart_59879.858445592596_tcand_94.4117000_dm_220.88900_snr_7.65765.h5,220.889,15.84,212,1.626,7.15,1.37,"[1.01e-06, 2.22e-05, 7.86e-07, 2.3e-05, 4.07e-05, 2.74e-08, 5.41e-08, 1.3e-10]",,
B361,./cand_tstart_59879.859834481482_tcand_100.4520000_dm_220.88900_snr_23.22190.h5,220.889,5.376,172,1.514,27.057,3.162,"[1.0, 1.0, 1.0, 0.99995744, 1.0, 1.0, 0.9999998999999999, 1.0]",,
B362,./cand_tstart_59879.859834481482_tcand_63.7330000_dm_226.95600_snr_15.09550.h5,226.956,11.264,272,1.594,15.45,2.079,"[3.76e-06, 0.000842995, 0.000124026, 0.004247502, 0.000160913, 0.001783569, 2.1899999999999997e-05, 9.32e-08]",,
B363,./cand_tstart_59879.861223370375_tcand_57.7488000_dm_220.88900_snr_9.95870.h5,220.889,9.216,268,1.562,14.968,1.84,"[0.2985525, 0.04184672, 0.017373784, 0.044679, 0.00469562, 0.9870198, 9.79e-06, 0.9990546]",,
B364,./cand_tstart_59879.861223370375_tcand_8.7270100_dm_220.88900_snr_8.99976.h5,220.889,6.4,180,1.606,11.792,1.642,"[0.017675435, 0.001840434, 0.009230139, 0.007608276999999999, 0.017752796, 0.006951766999999999, 7.6e-06, 0.7225585]",,
B365,./cand_tstart_59879.861223370375_tcand_82.5673000_dm_224.91600_snr_8.12274.h5,224.916,7.936,172,1.326,12.43,1.737,"[0.000147095, 0.003379335, 8.48e-06, 0.000736931, 0.001078663, 0.061710905, 5.9699999999999994e-05, 0.009533583]",,
B366,./cand_tstart_59879.863433148144_tcand_63.9750000_dm_233.25500_snr_18.83150.h5,233.255,8.448,368,1.41,15.898,1.561,"[0.99406946, 0.9999998999999999, 0.78501284, 0.35407183, 0.02303582, 0.9999986999999999, 0.96046245, 0.9999846]",,
B367,./cand_tstart_59879.867599814810_tcand_88.7571000_dm_224.96600_snr_17.72000.h5,224.966,5.376,240,1.618,18.257,1.855,"[0.8340255999999999, 0.9998839, 0.32044157, 0.7312584, 0.0013805789999999998, 0.9999914000000001, 0.84174734, 0.9521351999999998]",,
B368,./cand_tstart_59879.870377592590_tcand_26.9858000_dm_222.89300_snr_10.75340.h5,222.893,9.728,428,1.526,9.418,0.916,"[0.7941557, 0.9998759, 0.018615164, 0.007160063, 0.004621841, 0.99625957, 0.0054492080000000005, 0.7271003]",,
B369,./cand_tstart_59879.870377592590_tcand_32.2962000_dm_229.07300_snr_18.21030.h5,229.073,6.656,220,1.358,22.519,2.486,"[0.990122, 0.9999993, 0.98735607, 0.5449956, 0.22656253, 0.9999988999999999, 0.93927556, 0.9999925]",,
B370,./cand_tstart_59879.870377592590_tcand_34.0015000_dm_222.89300_snr_7.57144.h5,222.893,2.816,132,1.322,8.255,0.848,"[0.99377394, 0.21326551, 0.000151235, 0.9526174999999999, 0.9999646000000001, 0.97484213, 0.7620276, 1.0]",,
B371,./cand_tstart_59879.870377592590_tcand_40.424008_dm_218.90300_snr_12.71880.h5,218.903,21.44,180,1.334,12.032,2.721,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B372,./cand_tstart_59879.870377592590_tcand_40.4718000_dm_218.90300_snr_12.71880.h5,218.903,14.336,80,1.278,21.66,6.383,"[0.004452219, 0.0060400490000000005, 0.0006312819999999999, 4.31e-05, 0.000282495, 3e-06, 0.0021015170000000002, 3.99e-11]",,
B373,./cand_tstart_59879.872587370366_tcand_13.5581000_dm_220.88900_snr_12.76250.h5,220.889,3.328,320,1.562,13.333,0.874,"[1.0, 0.99999917, 1.0, 0.9989159, 1.0, 1.0, 0.8185943, 1.0]",,
B374,./cand_tstart_59879.872587370366_tcand_65.6170000_dm_214.98500_snr_7.10095.h5,214.985,8.96,400,1.446,8.544,0.829,"[0.0030447340000000003, 4.31e-05, 8.88e-07, 0.00026927, 0.000226527, 8.669999999999999e-05, 5.03e-07, 3.3299999999999996e-05]",,
B375,./cand_tstart_59879.873976259260_tcand_76.7378000_dm_235.30500_snr_16.69040.h5,235.305,18.688,312,1.546,17.39,2.746,"[0.011219073999999999, 0.7575111, 0.001168838, 0.0033067759999999996, 0.00016277200000000002, 0.021891797, 0.000842144, 2.45e-09]",,
B376,./cand_tstart_59879.873976259260_tcand_93.8728000_dm_231.15500_snr_7.80677.h5,231.155,5.12,452,1.514,7.99,0.544,"[0.99997985, 0.81813043, 0.99999785, 0.9999781999999999, 0.9999969000000001, 0.9941636, 0.011494428999999999, 1.0]",,
B377,./cand_tstart_59879.875365148146_tcand_47.5070000_dm_220.88900_snr_13.05220.h5,220.889,3.072,196,1.346,19.823,1.541,"[0.9999654, 0.99988115, 0.9999988999999999, 0.9979798000000001, 0.9999998999999999, 1.0, 0.99866414, 1.0]",,
B378,./cand_tstart_59879.876754037039_tcand_7.8234900_dm_239.67200_snr_24.83700.h5,239.672,26.88,380,1.542,25.923,4.384,"[0.011092495, 0.11461657, 2.58e-05, 6.77e-07, 0.000339027, 0.001307886, 0.00043682599999999997, 6.68e-10]",,
B379,./cand_tstart_59879.876754037039_tcand_84.9499000_dm_220.88900_snr_10.79820.h5,220.889,4.352,216,1.362,15.258,1.317,"[0.9956969999999999, 0.0959935, 0.13637349, 0.0039255340000000005, 0.004662726, 0.000171177, 0.21037809999999998, 0.9958444]",,
B380,./cand_tstart_59879.878963814816_tcand_39.6130000_dm_231.09300_snr_37.33470.h5,231.093,7.936,360,1.462,38.54,3.59,"[0.99357975, 1.0, 0.99998593, 0.756089, 0.06844433400000001, 1.0, 0.99995685, 0.998495]",,
B381,./cand_tstart_59879.878963814816_tcand_53.8867000_dm_224.91600_snr_17.59710.h5,224.916,4.352,396,1.502,15.767,1.045,"[0.9997863000000001, 1.0, 1.0, 0.9780757999999999, 0.9999944, 0.9999998999999999, 0.99134314, 0.9999998999999999]",,
B382,./cand_tstart_59879.878963814816_tcand_53.953852_dm_224.91600_snr_17.59710.h5,224.916,16.64,240,1.51,14.974,2.474,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B383,./cand_tstart_59879.878963814816_tcand_92.7022000_dm_227.01100_snr_17.61160.h5,227.011,4.864,476,1.494,22.21,1.449,"[1.0, 1.0, 1.0, 0.99993706, 0.9999998999999999, 1.0, 0.9958509, 1.0]",,
B384,./cand_tstart_59881.829189814816_tcand_1.1801600_dm_216.97000_snr_61.50020.h5,216.97,26.08,308,1.462,113.635,23.978,"[0.15969342, 0.9990440999999999, 0.004514267, 0.004952315, 0.003746775, 0.77512074, 0.32366928, 0.0008503569999999999]",,
B385,./cand_tstart_59881.829189814816_tcand_1.203424_dm_216.97000_snr_61.50020.h5,216.97,10.72,260,1.378,47.175,5.898,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B386,./cand_tstart_59881.829189814816_tcand_18.0984000_dm_229.07300_snr_59.40330.h5,229.073,11.728,392,1.45,101.212,10.851,"[0.72653687, 1.0, 0.9868982, 0.15468885, 0.02399536, 0.99998534, 0.9999969999999999, 0.9997216]",,
B387,./cand_tstart_59881.829189814816_tcand_63.9276000_dm_200.00000_snr_7.60059.h5,200,32.736,376,1.546,22.194,4.17,"[4.1e-05, 1.73e-05, 6.29e-05, 0.000649405, 0.000259824, 1.35e-07, 1.83e-05, 5.15e-07]",,
B388,./cand_tstart_59881.831967592596_tcand_44.6112000_dm_224.91600_snr_33.43100.h5,224.916,3.584,368,1.45,37.226,2.299,"[0.9999995, 1.0, 1.0, 0.9997546999999999, 1.0, 1.0, 0.9995869000000001, 1.0]",,
B389,./cand_tstart_59881.831967592596_tcand_62.2761000_dm_229.01500_snr_11.52170.h5,229.015,3.568,144,1.662,10.745,1.096,"[2.92e-06, 0.02017181, 4.81e-06, 3e-07, 1.12e-06, 1.0099999999999999e-07, 5.49e-07, 2.09e-13]",,
B390,./cand_tstart_59881.834177370372_tcand_111.2080000_dm_222.89300_snr_14.40420.h5,222.893,6.144,276,1.438,20.737,2.02,"[1.0, 0.99738663, 0.9999993, 0.99893934, 1.0, 0.9798688, 0.8619076999999999, 1.0]",,
B391,./cand_tstart_59881.838344037038_tcand_105.91459200000001_dm_218.94200_snr_9.84563.h5,218.942,15.2,256,1.53,18.5,2.862,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B392,./cand_tstart_59881.838344037038_tcand_105.9360000_dm_218.94200_snr_9.84563.h5,218.942,14.848,232,1.534,17.679,2.882,"[0.99971646, 0.9997521, 0.99999964, 0.99420327, 0.99997663, 0.9999608, 0.3993272, 0.95722884]",,
B393,./cand_tstart_59881.838344037038_tcand_65.8196000_dm_226.95600_snr_13.40200.h5,226.956,7.904,164,1.334,28.605,4.12,"[0.001214205, 0.78445125, 0.020757696000000003, 1.92e-05, 0.00014544799999999998, 0.104663484, 1.08e-06, 6.42e-05]",,
B394,./cand_tstart_59881.839732925931_tcand_18.2958000_dm_231.09300_snr_46.80810.h5,231.093,14.944,380,1.446,60.844,8.063,"[1.51e-06, 0.24699977, 3.14e-06, 7.58e-07, 0.000141169, 0.12879658, 0.005116865, 5.09e-06]",,
B395,./cand_tstart_59881.841121814818_tcand_30.9642000_dm_241.76700_snr_32.71430.h5,241.767,13.616,344,1.398,38.051,5.129,"[3.5499999999999996e-05, 0.8391014000000001, 0.001153871, 9.29e-07, 6.01e-06, 0.12253031, 0.001980853, 2.3900000000000002e-08]",,
B396,./cand_tstart_59881.841942703701_tcand_106.7900000_dm_224.91600_snr_14.25190.h5,224.916,8.192,268,1.362,16.287,1.888,"[5.71e-07, 0.00014727700000000002, 2.94e-07, 1.8e-07, 1.37e-06, 1.48e-08, 4.56e-14, 1.28e-07]",,
B397,./cand_tstart_59881.841942703701_tcand_112.6180000_dm_233.18900_snr_12.91380.h5,233.189,11.376,168,1.362,24.575,3.931,"[0.010306803, 0.022510612000000003, 0.00058632, 0.00010260899999999999, 3.3600000000000004e-05, 5.7600000000000004e-05, 5.72e-10, 0.9783900999999999]",,
B398,./cand_tstart_59881.851096925922_tcand_48.3346000_dm_229.01500_snr_31.12520.h5,229.015,6.672,432,1.498,35.858,2.924,"[0.9954052999999999, 0.99999976, 0.9987808000000001, 0.66734874, 0.013682403999999999, 0.9997081, 0.9385253, 0.9999700999999999]",,
B399,./cand_tstart_59881.852485814816_tcand_109.8230000_dm_224.91600_snr_16.62350.h5,224.916,5.808,168,1.362,16.422,1.802,"[2.1800000000000002e-07, 0.000828226, 5.38e-06, 4.93e-08, 1.86e-06, 2.6800000000000002e-08, 2.08e-08, 1.65e-09]",,
B400,./cand_tstart_59881.852485814816_tcand_28.3390000_dm_229.01500_snr_11.13290.h5,229.015,8.192,192,1.322,28.335,4.023,"[0.00023089400000000002, 0.28337090000000004, 0.00020166299999999998, 8.18e-06, 2.9100000000000003e-05, 0.00020323400000000003, 1.05e-07, 0.002068989]",,
B401,./cand_tstart_59881.853874703702_tcand_26.5818000_dm_222.94000_snr_16.20510.h5,222.94,3.328,240,1.602,11.694,0.998,"[2.29e-06, 0.000701492, 1.64e-06, 1.84e-05, 1.39e-05, 9.88e-06, 5.9e-07, 6.17e-07]",,
B402,./cand_tstart_59881.853874703702_tcand_56.4851000_dm_226.95600_snr_20.16830.h5,226.956,13.056,352,1.546,16.683,2.114,"[0.0009338069999999999, 8.859999999999999e-05, 0.005114326, 0.0006711489999999999, 8.040000000000001e-09, 4.78e-13, 1.6600000000000002e-15, 1.6299999999999998e-10]",,
B403,./cand_tstart_59881.855263592595_tcand_74.9066000_dm_224.96600_snr_52.36480.h5,224.966,5.376,316,1.566,94.017,8.248,"[0.9996716999999998, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",,
B404,./cand_tstart_59881.855263592595_tcand_94.2517000_dm_222.89300_snr_22.24220.h5,222.893,3.584,168,1.654,35.678,3.648,"[0.9996911, 0.99999857, 0.99998724, 0.9980405000000001, 0.99983597, 0.99997294, 0.75248283, 0.9995815]",,
B405,./cand_tstart_59881.858862259258_tcand_97.3789000_dm_218.90300_snr_26.84610.h5,218.903,12.464,388,1.518,30.745,3.615,"[0.000278321, 0.001307991, 0.001247465, 0.001046753, 9.189999999999999e-10, 3.18e-07, 8.96e-12, 4.44e-07]",,
B406,./cand_tstart_59881.860251148151_tcand_31.2615000_dm_224.91600_snr_41.93960.h5,224.916,6.528,304,1.454,51.79,4.918,"[0.82066596, 1.0, 0.91935575, 0.14176866, 0.029021357999999997, 0.9999988999999999, 0.9155333000000001, 0.9948456]",,
B407,./cand_tstart_59881.861640037037_tcand_14.8106000_dm_224.91600_snr_11.92480.h5,224.916,7.424,104,1.686,11.777,2.013,"[0.000310771, 0.000492433, 7.56e-05, 1.88e-06, 4.84e-05, 1.18e-09, 8.17e-08, 3.48e-07]",,
B408,./cand_tstart_59881.861640037037_tcand_29.6348000_dm_224.91600_snr_39.62490.h5,224.916,6.528,420,1.438,60.92,5.336,"[0.90847534, 0.9997872999999999, 0.08878549, 0.001376729, 0.000199995, 0.8469124, 0.21403943, 0.001939953]",,
B409,./cand_tstart_59881.864417814817_tcand_21.0256000_dm_226.95600_snr_51.52000.h5,226.956,4.4,276,1.602,70.923,6.155,"[0.99959916, 0.9997476999999999, 1.0, 0.99988806, 0.9999995, 0.96627843, 0.99832183, 0.9999038]",,
B410,./cand_tstart_59881.865238703700_tcand_117.3980000_dm_237.51400_snr_49.27640.h5,237.514,10.752,496,1.474,56.203,5.609,"[0.4161215999999999, 1.0, 0.99996185, 0.9568113000000001, 0.031573057, 1.0, 0.99998105, 0.99921644]",,
B411,./cand_tstart_59881.865238703700_tcand_33.8215000_dm_235.30500_snr_274.30000.h5,235.305,30.72,512,1.482,742.006,970.496,"[0.03411375, 0.34344605, 0.69073147, 0.004480380999999999, 8.39e-05, 0.69288206, 0.662412, 4.31e-06]",,
B412,./cand_tstart_59881.866627592586_tcand_96.7881000_dm_229.01500_snr_22.40770.h5,229.015,16.64,288,1.566,35.882,5.868,"[6.39e-05, 0.023563683, 1.7800000000000002e-05, 6.900000000000001e-08, 1.17e-06, 5.12e-05, 4.29e-06, 5.72e-07]",,
B413,./cand_tstart_59881.868016481480_tcand_0.5486080_dm_233.25500_snr_39.44470.h5,233.255,7.168,496,1.474,41.459,3.359,"[0.99381554, 0.99997973, 0.99975735, 0.83197445, 0.013131239, 0.9963548000000001, 0.40774348, 0.99998224]",,
B414,./cand_tstart_59881.868016481480_tcand_0.577952_dm_233.25500_snr_39.44470.h5,233.255,9.12,180,1.358,10.953,1.506,"[nan, nan, nan, nan, nan, nan, nan, nan]",,
B415,./cand_tstart_59881.869405370366_tcand_63.8836000_dm_229.01500_snr_14.17300.h5,229.015,8.704,308,1.382,19.831,2.085,"[0.98650384, 0.99998903, 0.22349761, 0.023625536000000003, 0.010209941, 0.99997747, 0.50520873, 0.9901918]",,
B416,./cand_tstart_59881.870794259259_tcand_34.8380000_dm_222.89300_snr_30.17300.h5,222.893,8,476,1.466,25.868,2.227,"[0.89364964, 0.9999981, 0.7975209, 0.19288854, 0.14473970000000003, 0.99970067, 0.7862829000000001, 0.9964625]",,
B417,./cand_tstart_59881.870794259259_tcand_49.5511000_dm_222.89300_snr_36.98580.h5,222.893,9.216,284,1.37,46.816,5.237,"[0.7022424, 0.99979967, 0.49991477, 0.23531523, 0.022040763999999997, 0.9998665999999999, 0.5815691999999999, 0.9971595]",,
